address,city,state,zip_code,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country
6302 RUCKER RD,INDIANAPOLIS,IN,46220,39.870658,-86.079481,1,range_interpolation,6302,Rucker Rd,Indianapolis,IN,Marion County,46220,US
123 NEW JERSEY ST,INDIANAPOLIS,IN,46204,39.769113,-86.150612,1,range_interpolation,123,New Jersey St,Indianapolis,IN,Marion County,46204,US
1550 INDIANA AVE,INDIANAPOLIS,IN,46202,39.777414,-86.169906,0.8,street_center,,Indiana Ave,Indianapolis,IN,Marion County,46202,US
320 SENATE AVE,INDIANAPOLIS,IN,46204,39.772108,-86.163496,1,range_interpolation,320,S Senate Ave,Indianapolis,IN,Marion County,46204,US
333 ALABAMA ST,INDIANAPOLIS,IN,46204,39.762263,-86.152678,1,range_interpolation,333,S Alabama St,Indianapolis,IN,Marion County,46204,US
646 VIRGINIA AVE,INDIANAPOLIS,IN,46203,39.757547,-86.145284,1,range_interpolation,646,Virginia Ave,Indianapolis,IN,Marion County,46203,US
412 MCCARTY ST,INDIANAPOLIS,IN,46225,39.756572,-86.166844,1,range_interpolation,412,McCarty Ct,Indianapolis,IN,Marion County,46225,US
118 NORTH ST,INDIANAPOLIS,IN,46204,39.74403,-86.144644,0.8,street_center,,New St,Indianapolis,IN,Marion County,46203,US
646 MASSACHUSETTS AVE,INDIANAPOLIS,IN,46204,39.776258,-86.147658,1,range_interpolation,646,Massachusetts Ave,Indianapolis,IN,Marion County,46204,US
1042 VIRGINIA AVE,INDIANAPOLIS,IN,46203,39.753203,-86.14099,1,range_interpolation,1042,Virginia Ave,Indianapolis,IN,Marion County,46203,US
1707 PROSPECT ST,INDIANAPOLIS,IN,46203,39.752251,-86.13061,1,range_interpolation,1707,Prospect St,Indianapolis,IN,Marion County,46203,US
222 ARSENAL AVE,INDIANAPOLIS,IN,46201,39.769757,-86.133586,1,range_interpolation,222,Arsenal Ave,Indianapolis,IN,Marion County,46201,US
1101 ENGLISH AVE,INDIANAPOLIS,IN,46203,39.75949,-86.13984,1,range_interpolation,1101,English Ave,Indianapolis,IN,Marion County,46203,US
2348 WOODLAWN AVE,INDIANAPOLIS,IN,46203,39.754408,-86.122244,0.9,range_interpolation,2348,E Woodlawn Ave,Indianapolis,IN,Marion County,46203,US
1401 PLEASANT RUN PKWY SDR,INDIANAPOLIS,IN,46203,39.754711,-86.13583,1,range_interpolation,1401,Pleasant St,Indianapolis,IN,Marion County,46203,US
3737 PROSPECT ST,INDIANAPOLIS,IN,46203,39.752534,-86.103002,1,range_interpolation,3737,Prospect St,Indianapolis,IN,Marion County,46203,US
1635 VILLA AVE,INDIANAPOLIS,IN,46203,39.745642,-86.126118,1,range_interpolation,1635,Villa Ave,Indianapolis,IN,Marion County,46203,US
2005 KEYSTONE AVE,INDIANAPOLIS,IN,46203,39.740044,-86.120883,1,range_interpolation,2005,S Keystone Ave,Indianapolis,IN,Marion County,46203,US
3850 SHORE DR,INDIANAPOLIS,IN,46254,39.82487,-86.280778,1,range_interpolation,3850,Shore Dr,Indianapolis,IN,Marion County,46254,US
4025 SHORE DR,INDIANAPOLIS,IN,46254,39.828493,-86.279756,1,range_interpolation,4025,Shore Dr,Indianapolis,IN,Marion County,46254,US
6910 38TH ST,INDIANAPOLIS,IN,46254,39.823506,-86.281293,1,range_interpolation,6910,38th Ct,Indianapolis,IN,Marion County,46254,US
6840 EAGLE HIGHLANDS WAY,INDIANAPOLIS,IN,46254,39.828264,-86.280563,1,range_interpolation,6840,Eagle Highlands Way,Indianapolis,IN,Marion County,46254,US
3823 10TH ST,INDIANAPOLIS,IN,46201,39.781267,-86.101433,1,range_interpolation,3823,10th St,Indianapolis,IN,Marion County,46201,US
2402 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.768122,-86.121769,1,range_interpolation,2402,Washington St,Indianapolis,IN,Marion County,46201,US
3402 10TH ST,INDIANAPOLIS,IN,46201,39.781528,-86.108297,1,range_interpolation,3402,10th St,Indianapolis,IN,Marion County,46201,US
1351 ROOSEVELT AVE,INDIANAPOLIS,IN,46202,39.785041,-86.13553,1,range_interpolation,1351,Roosevelt Ave,Indianapolis,IN,Marion County,46218,US
934 WASHINGTON ST,INDIANAPOLIS,IN,46202,39.767069,-86.141758,1,range_interpolation,934,Washington St,Indianapolis,IN,Marion County,46202,US
3826 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.769395,-86.101519,1,range_interpolation,3826,Washington St,Indianapolis,IN,Marion County,46201,US
1340 ROOSEVELT AVE,INDIANAPOLIS,IN,46202,39.785177,-86.13611,1,range_interpolation,1340,Roosevelt Ave,Indianapolis,IN,Marion County,46218,US
4111 16TH ST,INDIANAPOLIS,IN,46201,39.788628,-86.098019,1,range_interpolation,4111,E 16th St,Indianapolis,IN,Marion County,46201,US
3822 13TH ST,INDIANAPOLIS,IN,46201,39.784581,-86.101943,1,range_interpolation,3822,E 13th St,Indianapolis,IN,Marion County,46201,US
3616 10TH ST,INDIANAPOLIS,IN,46201,39.78156,-86.10388,1,range_interpolation,3616,10th St,Indianapolis,IN,Marion County,46201,US
2506 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.768282,-86.119622,1,range_interpolation,2506,Washington St,Indianapolis,IN,Marion County,46201,US
1602 EAST ST,INDIANAPOLIS,IN,46225,39.743793,-86.167886,0.33,place,,,Indianapolis,IN,Marion County,46225,US
326 ORANGE ST,INDIANAPOLIS,IN,46225,39.749983,-86.152672,1,range_interpolation,326,Orange St,Indianapolis,IN,Marion County,46225,US
3801 38TH ST,INDIANAPOLIS,IN,46218,39.825184,-86.102712,1,range_interpolation,3801,38th Ct,Indianapolis,IN,Marion County,46218,US
3624 ROOSEVELT AVE,INDIANAPOLIS,IN,46218,39.80064,-86.105355,1,range_interpolation,3624,Roosevelt Ave,Indianapolis,IN,Marion County,46218,US
3247 FOREST MANOR AVE,INDIANAPOLIS,IN,46218,39.815409,-86.097718,1,range_interpolation,3247,Forest Manor Ave,Indianapolis,IN,Marion County,46218,US
1503 COLUMBIA AVE,INDIANAPOLIS,IN,46202,39.786719,-86.136836,1,range_interpolation,1503,Columbia Ave,Indianapolis,IN,Marion County,46202,US
1558 ARSENAL AVE,INDIANAPOLIS,IN,46201,39.788388,-86.134251,1,range_interpolation,1558,Arsenal Ave,Indianapolis,IN,Marion County,46201,US
1422 ILLINOIS ST,INDIANAPOLIS,IN,46202,39.786291,-86.15959,1,range_interpolation,1422,N Illinois St,Indianapolis,IN,Marion County,46202,US
1950 MERIDIAN ST,INDIANAPOLIS,IN,46202,39.792663,-86.157473,1,range_interpolation,1950,N Meridian St,Indianapolis,IN,Marion County,46202,US
2233 PARK AVE,INDIANAPOLIS,IN,46205,39.79819,-86.147792,1,range_interpolation,2233,Park Ave,Indianapolis,IN,Marion County,46205,US
608 22ND ST,INDIANAPOLIS,IN,46202,39.797765,-86.147656,0.9,range_interpolation,608,E 22nd St,Indianapolis,IN,Marion County,46202,US
1513 ALABAMA ST,INDIANAPOLIS,IN,46202,39.787695,-86.152038,1,range_interpolation,1513,N Alabama St,Indianapolis,IN,Marion County,46202,US
2509 54TH ST,INDIANAPOLIS,IN,46220,39.851323,-86.120458,1,range_interpolation,2509,E 54th St,Indianapolis,IN,Marion County,46220,US
1801 49TH ST,INDIANAPOLIS,IN,46205,39.842765,-86.129008,1,range_interpolation,1801,E 49th St,Indianapolis,IN,Marion County,46205,US
2302 44TH ST,INDIANAPOLIS,IN,46205,39.836698,-86.123573,1,range_interpolation,2302,E 44th St,Indianapolis,IN,Marion County,46205,US
5120 BROUSE AVE,INDIANAPOLIS,IN,46205,39.843662,-86.123276,1,range_interpolation,5120,Brouse Ave,Indianapolis,IN,Marion County,46205,US
2957 CENTRAL AVE,INDIANAPOLIS,IN,46205,39.809504,-86.149449,1,range_interpolation,2957,Central Ave,Indianapolis,IN,Marion County,46205,US
3637 MERIDIAN ST,INDIANAPOLIS,IN,46208,39.821632,-86.156674,1,range_interpolation,3637,Meridian Ln,Indianapolis,IN,Marion County,46208,US
1901 HARDING ST,INDIANAPOLIS,IN,46202,39.79295,-86.187452,1,range_interpolation,1901,Harding Ct,Indianapolis,IN,Marion County,46202,US
555 27TH ST,INDIANAPOLIS,IN,46208,39.80517,-86.169573,1,range_interpolation,555,W 27th St,Indianapolis,IN,Marion County,46208,US
2357 DR M L KING JR ST,INDIANAPOLIS,IN,46208,39.778821,-86.167749,0.8,street_center,,Dr M L King Jr St,Indianapolis,IN,Marion County,46202,US
1258 BURDSAL PKWY,INDIANAPOLIS,IN,46208,39.80047,-86.184121,0.8,range_interpolation,1258,Burdsal Pkwy,Indianapolis,IN,Marion County,46208,US
1252 ROACHE ST,INDIANAPOLIS,IN,46208,39.804713,-86.184567,1,range_interpolation,1252,Roache St,Indianapolis,IN,Marion County,46208,US
904 27TH ST,INDIANAPOLIS,IN,46208,39.805693,-86.175808,1,range_interpolation,904,W 27th St,Indianapolis,IN,Marion County,46208,US
1234 ROACHE ST,INDIANAPOLIS,IN,46208,39.804718,-86.184287,1,range_interpolation,1234,Roache St,Indianapolis,IN,Marion County,46208,US
3820 GEORGETOWN RD,INDIANAPOLIS,IN,46254,39.825451,-86.240308,1,range_interpolation,3820,Georgetown Rd,Indianapolis,IN,Marion County,46254,US
5060 38TH ST,INDIANAPOLIS,IN,46254,39.824072,-86.246383,1,range_interpolation,5060,38th Ct,Indianapolis,IN,Marion County,46254,US
5435 PIKE PLAZA RD,INDIANAPOLIS,IN,46254,39.827449,-86.256075,1,range_interpolation,5435,W Pike Plaza Rd,Indianapolis,IN,Marion County,46254,US
4624 38TH ST,INDIANAPOLIS,IN,46254,39.823859,-86.235867,0.8,range_interpolation,4624,38th Ct,Indianapolis,IN,Marion County,46254,US
3820 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.824346,-86.235377,1,range_interpolation,3820,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
3898 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.825866,-86.237034,1,range_interpolation,3898,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
3919 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.826433,-86.237093,1,range_interpolation,3919,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4080 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.829264,-86.240421,1,range_interpolation,4080,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
3919 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.826433,-86.237093,1,range_interpolation,3919,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
5200 PIKE PLAZA RD,INDIANAPOLIS,IN,46254,39.831462,-86.250477,1,range_interpolation,5200,W Pike Plaza Rd,Indianapolis,IN,Marion County,46254,US
5151 PIKE PLAZA RD,INDIANAPOLIS,IN,46254,39.831645,-86.249686,1,range_interpolation,5151,W Pike Plaza Rd,Indianapolis,IN,Marion County,46254,US
4444 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.756904,-86.237383,1,range_interpolation,4444,Washington St,Indianapolis,IN,Marion County,46241,US
4150 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.758283,-86.23279,1,range_interpolation,4150,Washington St,Indianapolis,IN,Marion County,46241,US
45 BEACHWAY DR,INDIANAPOLIS,IN,46224,39.766218,-86.264472,1,range_interpolation,45,Beachway Dr,Indianapolis,IN,Marion County,46224,US
14 BEACHWAY DR,INDIANAPOLIS,IN,46224,39.765156,-86.260743,1,range_interpolation,14,Beachway Dr,Indianapolis,IN,Marion County,46224,US
5201 ROCKVILLE RD,INDIANAPOLIS,IN,46224,39.76525,-86.248877,1,range_interpolation,5201,Rockville Rd,Indianapolis,IN,Marion County,46224,US
4110 ROCKVILLE RD,INDIANAPOLIS,IN,46222,39.763117,-86.232212,1,range_interpolation,4110,Rockville Rd,Indianapolis,IN,Marion County,46222,US
1205 LYNHURST DR,INDIANAPOLIS,IN,46241,39.758933,-86.248045,0.27,place,,,Lynhurst,IN,Marion County,46241,US
5035 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.754407,-86.244485,1,range_interpolation,5035,Washington St,Indianapolis,IN,Marion County,46241,US
4903 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.754986,-86.242674,1,range_interpolation,4903,Washington St,Indianapolis,IN,Marion County,46241,US
2621 LYNHURST DR,INDIANAPOLIS,IN,46241,39.758933,-86.248045,0.27,place,,,Lynhurst,IN,Marion County,46241,US
3650 MINNESOTA ST,INDIANAPOLIS,IN,46241,39.742853,-86.221282,1,range_interpolation,3650,W Minnesota St,Indianapolis,IN,Marion County,46241,US
1555 HARDING ST,INDIANAPOLIS,IN,46221,39.744389,-86.187194,1,range_interpolation,1555,Harding Ct,Indianapolis,IN,Marion County,46221,US
2210 MORRIS ST,INDIANAPOLIS,IN,46221,39.751088,-86.198217,1,range_interpolation,2210,W Morris St,Indianapolis,IN,Marion County,46221,US
1501 BELMONT AVE,INDIANAPOLIS,IN,46221,39.745534,-86.196524,1,range_interpolation,1501,N Belmont Ave,Indianapolis,IN,Marion County,46221,US
2117 10TH ST,INDIANAPOLIS,IN,46222,39.780576,-86.197828,1,range_interpolation,2117,10th St,Indianapolis,IN,Marion County,46222,US
2911 WASHINGTON ST,INDIANAPOLIS,IN,46222,39.764995,-86.2078,1,range_interpolation,2911,Washington St,Indianapolis,IN,Marion County,46222,US
927 TRAUB AVE,INDIANAPOLIS,IN,46222,39.779287,-86.195745,0.9,range_interpolation,927,N Traub Ave,Indianapolis,IN,Marion County,46222,US
4545 38TH ST,INDIANAPOLIS,IN,46254,39.82415,-86.236494,0.8,range_interpolation,4545,38th Ct,Indianapolis,IN,Marion County,46254,US
4950 34TH ST,INDIANAPOLIS,IN,46224,39.816779,-86.242772,1,range_interpolation,4950,W 34th St,Indianapolis,IN,Marion County,46224,US
3048 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.810605,-86.221562,1,range_interpolation,3048,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
6355 WESTHAVEN DR,INDIANAPOLIS,IN,46254,39.826924,-86.271122,1,range_interpolation,6355,Westhaven Dr,Indianapolis,IN,Marion County,46254,US
3920 HIGH SCHOOL RD,INDIANAPOLIS,IN,46254,39.826406,-86.270502,1,range_interpolation,3920,High School Rd,Indianapolis,IN,Marion County,46254,US
6340 GATEWAY DR,INDIANAPOLIS,IN,46254,39.828742,-86.270957,1,range_interpolation,6340,Gateway Dr,Indianapolis,IN,Marion County,46254,US
3950 HIGH SCHOOL RD,INDIANAPOLIS,IN,46254,39.827237,-86.27038,1,range_interpolation,3950,High School Rd,Indianapolis,IN,Marion County,46254,US
3920 HIGH SCHOOL RD,INDIANAPOLIS,IN,46254,39.826406,-86.270502,1,range_interpolation,3920,High School Rd,Indianapolis,IN,Marion County,46254,US
4550 COLLEGE AVE,INDIANAPOLIS,IN,46205,39.838742,-86.145328,1,range_interpolation,4550,College Ave N,Indianapolis,IN,Marion County,46205,US
111 49TH ST,INDIANAPOLIS,IN,46205,39.842519,-86.154571,1,range_interpolation,111,E 49th St,Indianapolis,IN,Marion County,46205,US
9011 MERIDIAN ST,INDIANAPOLIS,IN,46260,39.918604,-86.157774,1,range_interpolation,9011,Meridian Ln,Indianapolis,IN,Marion County,46260,US
9901 FALL CREEK RD,INDIANAPOLIS,IN,46256,39.901618,-85.993213,1,range_interpolation,9901,Fall Creek Rd,Indianapolis,IN,Marion County,46256,US
411 RITTER AVE,INDIANAPOLIS,IN,46219,39.774756,-86.073474,1,range_interpolation,411,N Ritter Ave,Indianapolis,IN,Marion County,46219,US
525 WEBSTER AVE,INDIANAPOLIS,IN,46219,39.75923,-86.062719,0.9,range_interpolation,525,S Webster Ave,Indianapolis,IN,Marion County,46219,US
14 BUTLER AVE,INDIANAPOLIS,IN,46219,39.770563,-86.080194,1,range_interpolation,14,N Butler Ave,Indianapolis,IN,Marion County,46219,US
501 SHORTRIDGE RD,INDIANAPOLIS,IN,46219,39.777143,-86.040455,1,range_interpolation,501,S Shortridge Rd,Indianapolis,IN,Marion County,46219,US
7610 OLD TRAILS RD,INDIANAPOLIS,IN,46219,39.771395,-86.033209,1,range_interpolation,7610,Old Trails Rd,Indianapolis,IN,Marion County,46219,US
7208 WASHINGTON ST,INDIANAPOLIS,IN,46219,39.772494,-86.040407,1,range_interpolation,7208,Washington St,Indianapolis,IN,Marion County,46219,US
1399 SHADELAND AVE,INDIANAPOLIS,IN,46219,39.787115,-86.045431,1,range_interpolation,1399,Shadeland Ave,Indianapolis,IN,Marion County,46219,US
5829 25TH ST,INDIANAPOLIS,IN,46218,39.803431,-86.068091,1,range_interpolation,5829,W 25th St,Indianapolis,IN,Marion County,46218,US
1550 ARLINGTON AVE,INDIANAPOLIS,IN,46219,39.788504,-86.064475,1,range_interpolation,1550,N Arlington Ave,Indianapolis,IN,Marion County,46219,US
2518 ARLINGTON AVE,INDIANAPOLIS,IN,46218,39.8047,-86.064711,1,range_interpolation,2518,N Arlington Ave,Indianapolis,IN,Marion County,46218,US
1604 ARLINGTON AVE,INDIANAPOLIS,IN,46218,39.789011,-86.064443,1,range_interpolation,1604,N Arlington Ave,Indianapolis,IN,Marion County,46218,US
8150 BROOKVILLE RD,INDIANAPOLIS,IN,46239,39.74947,-86.023602,0.9,range_interpolation,8150,Brookville Rd,Indianapolis,IN,Marion County,46239,US
9808 RAWLES AVE,INDIANAPOLIS,IN,46229,39.762602,-85.993322,1,range_interpolation,9808,Rawles Ave,Indianapolis,IN,Marion County,46229,US
6230 SOUTHEASTERN AVE,INDIANAPOLIS,IN,46203,39.732725,-86.059644,1,range_interpolation,6230,Southeastern Ave,Indianapolis,IN,Marion County,46203,US
11111 EXCHANGE ST,INDIANAPOLIS,IN,46259,39.654724,-85.968962,1,range_interpolation,11111,Exchange St,Indianapolis,IN,Marion County,46259,US
1953 TROY AVE,INDIANAPOLIS,IN,46203,39.722953,-86.125284,0.9,range_interpolation,1953,E Troy Ave,Indianapolis,IN,Marion County,46203,US
2297 TROY AVE,INDIANAPOLIS,IN,46203,39.722988,-86.122255,1,range_interpolation,2297,Troy Ave,Indianapolis,IN,Marion County,46203,US
3525 HANNA AVE,INDIANAPOLIS,IN,46237,39.708569,-86.105345,1,range_interpolation,3525,W Hanna Ave,Indianapolis,IN,Marion County,46237,US
3029 SHELBY ST,INDIANAPOLIS,IN,46227,39.722271,-86.139688,0.7,range_interpolation,3029,Shelby St,Indianapolis,IN,Marion County,46227,US
5701 MC FARLAND RD,INDIANAPOLIS,IN,46227,39.683796,-86.11088,0.9,range_interpolation,5701,McFarland Rd,Indianapolis,IN,Marion County,46227,US
5433 MADISON AVE,INDIANAPOLIS,IN,46227,39.687606,-86.13466,1,range_interpolation,5433,Madison Ave,Indianapolis,IN,Marion County,46227,US
6900 GRAY RD,INDIANAPOLIS,IN,46237,39.667645,-86.096914,1,range_interpolation,6900,Gray Rd,Indianapolis,IN,Marion County,46237,US
5195 COMMERCE CIR,INDIANAPOLIS,IN,46237,39.65536,-86.079106,1,range_interpolation,5195,Commerce Cir,Indianapolis,IN,Marion County,46237,US
5240 COMMERCE CIR,INDIANAPOLIS,IN,46237,39.655661,-86.079239,1,range_interpolation,5240,Commerce Cir,Indianapolis,IN,Marion County,46237,US
8335 SHELBY ST,INDIANAPOLIS,IN,46227,39.644906,-86.139281,0.9,range_interpolation,8335,Shelby St,Indianapolis,IN,Marion County,46227,US
5260 COMMERCE CIR,INDIANAPOLIS,IN,46237,39.654808,-86.081077,0.8,range_interpolation,5260,Commerce Cir,Indianapolis,IN,Marion County,46237,US
1625 SOUTHPORT RD,INDIANAPOLIS,IN,46227,39.665045,-86.127764,0.3,place,,,Southport,IN,Marion County,46227,US
7610 MERIDIAN ST,INDIANAPOLIS,IN,46217,39.655107,-86.158566,1,range_interpolation,7610,Meridian Ln,Indianapolis,IN,Marion County,46217,US
8221 MORGANTOWN RD,INDIANAPOLIS,IN,46217,39.645715,-86.196315,1,range_interpolation,8221,Morgantown Rd,Indianapolis,IN,Marion County,46217,US
5809 BLUFF RD,INDIANAPOLIS,IN,46217,39.681453,-86.175011,1,range_interpolation,5809,Bluff Rd,Indianapolis,IN,Marion County,46217,US
5240 CONCORD ST,INDIANAPOLIS,IN,46217,39.688784,-86.211036,1,range_interpolation,5240,Concord Ct,Indianapolis,IN,Marion County,46217,US
2955 KENTUCKY AVE,INDIANAPOLIS,IN,46221,39.721327,-86.222006,1,range_interpolation,2955,Kentucky Ave,Indianapolis,IN,Marion County,46221,US
2547 KENTUCKY AVE,INDIANAPOLIS,IN,46221,39.728337,-86.207357,1,range_interpolation,2547,Kentucky Ave,Indianapolis,IN,Marion County,46221,US
3104 MADISON AVE,INDIANAPOLIS,IN,46227,39.720685,-86.149447,1,range_interpolation,3104,Madison Ave,Indianapolis,IN,Marion County,46227,US
3448 SHELBY ST,INDIANAPOLIS,IN,46227,39.71651,-86.139634,0.9,range_interpolation,3448,Shelby St,Indianapolis,IN,Marion County,46227,US
2722 HOLT RD,INDIANAPOLIS,IN,46241,39.72573,-86.225328,1,range_interpolation,2722,N Holt Rd,Indianapolis,IN,Marion County,46241,US
2962 CARSON AVE,INDIANAPOLIS,IN,46203,39.723279,-86.138035,1,range_interpolation,2962,Carson Ave,Indianapolis,IN,Marion County,46203,US
610 TROY AVE,INDIANAPOLIS,IN,46225,39.722506,-86.168358,1,range_interpolation,610,Troy Ave,Indianapolis,IN,Marion County,46225,US
59 FRANKLIN RD,INDIANAPOLIS,IN,46219,39.769947,-86.02609,1,range_interpolation,59,S Franklin Rd,Indianapolis,IN,Marion County,46219,US
7930 WASHINGTON ST,INDIANAPOLIS,IN,46219,39.773166,-86.027388,1,range_interpolation,7930,Washington St,Indianapolis,IN,Marion County,46219,US
3425 BOULEVARD PL,INDIANAPOLIS,IN,46208,39.817815,-86.163744,1,range_interpolation,3425,Boul Pl,Indianapolis,IN,Marion County,46208,US
2802 62ND ST,INDIANAPOLIS,IN,46220,39.868829,-86.117424,1,range_interpolation,2802,E 62nd St,Indianapolis,IN,Marion County,46220,US
4826 FLETCHER AVE,INDIANAPOLIS,IN,46203,39.758788,-86.087286,1,range_interpolation,4826,Fletcher Ave,Indianapolis,IN,Marion County,46203,US
1034 KEALING AVE,INDIANAPOLIS,IN,46203,39.75352,-86.103292,1,range_interpolation,1034,S Kealing Ave,Indianapolis,IN,Marion County,46203,US
2419 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.76787,-86.121268,1,range_interpolation,2419,Washington St,Indianapolis,IN,Marion County,46201,US
2017 SOUTHEASTERN AVE,INDIANAPOLIS,IN,46201,39.762671,-86.127002,1,range_interpolation,2017,Southeastern Ave,Indianapolis,IN,Marion County,46201,US
1449 HIGH SCHOOL RD,INDIANAPOLIS,IN,46241,39.746092,-86.269689,1,range_interpolation,1449,High School Rd,Indianapolis,IN,Marion County,46241,US
5030 62ND ST,INDIANAPOLIS,IN,46220,39.868824,-86.084992,1,range_interpolation,5030,E 62nd St,Indianapolis,IN,Marion County,46220,US
6437 RUCKER RD,INDIANAPOLIS,IN,46220,39.872816,-86.07968,1,range_interpolation,6437,Rucker Rd,Indianapolis,IN,Marion County,46220,US
6150 75TH ST,INDIANAPOLIS,IN,46250,39.890809,-86.061896,1,range_interpolation,6150,75th Ct,Indianapolis,IN,Marion County,46250,US
3737 SHADELAND AVE,INDIANAPOLIS,IN,46226,39.824634,-86.045719,0.9,range_interpolation,3737,N Shadeland Ave,Indianapolis,IN,Marion County,46226,US
3621 SHADELAND AVE,INDIANAPOLIS,IN,46226,39.822535,-86.045699,0.9,range_interpolation,3621,N Shadeland Ave,Indianapolis,IN,Marion County,46226,US
2650 SHADELAND AVE,INDIANAPOLIS,IN,46219,39.808704,-86.04583,1,range_interpolation,2650,Shadeland Ave,Indianapolis,IN,Marion County,46219,US
2800 ENTERPRISE ST,INDIANAPOLIS,IN,46219,39.802814,-86.033393,1,range_interpolation,2800,Enterprise St,Indianapolis,IN,Marion County,46219,US
6685 38TH ST,INDIANAPOLIS,IN,46226,39.825573,-86.0524,1,range_interpolation,6685,38th Ct,Indianapolis,IN,Marion County,46226,US
3810 SHADELAND AVE,INDIANAPOLIS,IN,46226,39.825918,-86.046037,0.9,range_interpolation,3810,N Shadeland Ave,Indianapolis,IN,Marion County,46226,US
6975 PENDLETON PIKE,INDIANAPOLIS,IN,46226,39.827014,-86.046739,1,range_interpolation,6975,Pendleton Pike,Indianapolis,IN,Marion County,46226,US
3701 SHADELAND AVE,INDIANAPOLIS,IN,46226,39.823983,-86.045713,0.9,range_interpolation,3701,N Shadeland Ave,Indianapolis,IN,Marion County,46226,US
3116 RITTER AVE,INDIANAPOLIS,IN,46218,39.813554,-86.074246,1,range_interpolation,3116,N Ritter Ave,Indianapolis,IN,Marion County,46218,US
7155 PENDLETON PIKE,INDIANAPOLIS,IN,46226,39.828584,-86.042981,1,range_interpolation,7155,Pendleton Pike,Indianapolis,IN,Marion County,46226,US
6280 COLLEGE AVE,INDIANAPOLIS,IN,46220,39.869547,-86.146262,1,range_interpolation,6280,College Ave N,Indianapolis,IN,Marion County,46220,US
4144 BOULEVARD PL,INDIANAPOLIS,IN,46208,39.831305,-86.164174,1,range_interpolation,4144,Boul Pl,Indianapolis,IN,Marion County,46208,US
777 86TH ST,INDIANAPOLIS,IN,46240,39.912401,-86.144842,1,range_interpolation,777,W 86th St,Indianapolis,IN,Marion County,46240,US
6361 KENTUCKY AVE,INDIANAPOLIS,IN,46221,39.672327,-86.297273,1,range_interpolation,6361,Kentucky Ave,Indianapolis,IN,Marion County,46221,US
8275 ALLISON POINTE TRAIL,INDIANAPOLIS,IN,46250,39.907395,-86.080689,1,range_interpolation,8275,Allison Pointe Trl,Indianapolis,IN,Marion County,46250,US
6351 82ND ST,INDIANAPOLIS,IN,46250,39.905181,-86.058729,1,range_interpolation,6351,W 82nd St,Indianapolis,IN,Marion County,46250,US
6410 82ND ST,INDIANAPOLIS,IN,46250,39.905484,-86.057569,1,range_interpolation,6410,W 82nd St,Indianapolis,IN,Marion County,46250,US
5825 91ST ST,INDIANAPOLIS,IN,46250,39.919554,-86.068734,1,range_interpolation,5825,W 91st St,Indianapolis,IN,Marion County,46250,US
5739 86TH ST,INDIANAPOLIS,IN,46250,39.91226,-86.071069,1,range_interpolation,5739,W 86th St,Indianapolis,IN,Marion County,46250,US
9101 10TH ST,INDIANAPOLIS,IN,46234,39.778836,-86.324119,1,range_interpolation,9101,10th St,Indianapolis,IN,Marion County,46234,US
7050 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.742328,-86.284802,1,range_interpolation,7050,Washington St,Indianapolis,IN,Marion County,46241,US
1115 BRIDGEPORT RD,INDIANAPOLIS,IN,46231,39.750463,-86.31707,1,range_interpolation,1115,Bridgeport Rd,Indianapolis,IN,Marion County,46231,US
7515 ROCKVILLE RD,INDIANAPOLIS,IN,46214,39.764096,-86.293131,1,range_interpolation,7515,Rockville Rd,Indianapolis,IN,Marion County,46214,US
320 TRANSFER DR,INDIANAPOLIS,IN,46214,39.779029,-86.298908,1,range_interpolation,320,Transfer Dr,Indianapolis,IN,Marion County,46214,US
8010 WASHINGTON ST,INDIANAPOLIS,IN,46231,39.736584,-86.302497,1,range_interpolation,8010,Washington St,Indianapolis,IN,Marion County,46231,US
7251 RALSTON AVE,INDIANAPOLIS,IN,46240,39.886096,-86.131783,1,range_interpolation,7251,Ralston Ave,Indianapolis,IN,Marion County,46240,US
9405 DELEGATES ROW,INDIANAPOLIS,IN,46240,39.926494,-86.099316,1,range_interpolation,9405,Delegates Row,Indianapolis,IN,Marion County,46240,US
